yardline_100,norm_field_goal_percent,norm_diff_field_goal_percent,norm_diff_blocked_percent,field_goal_attempt,desc,field_goal_result,return_yards,play_duration
9.0,0.7285714285714284,0.5208182638478699,0.7857142857142857,1.0,"(8:39) 7-J.Sanders 27 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,3.0
17.0,0.7285714285714284,0.5208182638478699,0.7857142857142857,1.0,"(11:46) 7-J.Sanders 35 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,4.0
8.0,0.8848484848484849,0.6814230590718086,0.3821428571428571,1.0,"(6:24) 4-J.Elliott 27 yard field goal is GOOD, Center-45-R.Lovato, Holder-10-B.Mann.",made,0.0,4.0
8.0,0.6833333333333333,0.4540768420044073,0.35775862068965514,1.0,"(1:45) 5-J.Myers 26 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",made,0.0,3.0
25.0,0.6833333333333333,0.4540768420044073,0.35775862068965514,1.0,"(10:05) 5-J.Myers 43 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",made,0.0,5.0
37.0,0.6292682926829268,0.5415775489171966,0.4944359756097561,1.0,"(7:35) 7-M.Gay 56 yard field goal is No Good, Wide Left, Center-46-L.Rhodes, Holder-8-R.Sanchez.",missed,0.0,5.0
11.0,0.6292682926829268,0.5415775489171966,0.4944359756097561,1.0,"(9:05) 7-M.Gay 29 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,3.0
13.0,0.6292682926829268,0.5415775489171966,0.4944359756097561,1.0,"(9:20) 7-M.Gay 31 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,3.0
25.0,0.6292682926829268,0.5415775489171966,0.4944359756097561,1.0,"(2:12) 7-M.Gay 43 yard field goal is No Good, Hit Right Upright, Center-46-L.Rhodes, Holder-8-R.Sanchez.",missed,0.0,4.0
24.0,0.6292682926829268,0.5415775489171966,0.4944359756097561,1.0,"(:52) 7-M.Gay 42 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,4.0
40.0,0.7121212121212122,0.5010942861264301,0.5,1.0,"(14:15) 5-M.Prater 58 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",made,0.0,4.0
25.0,0.7121212121212122,0.5010942861264301,0.5,1.0,"(6:18) 5-M.Prater 43 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",made,0.0,4.0
9.0,0.7121212121212122,0.5010942861264301,0.5,1.0,"(4:23) 5-M.Prater 28 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",made,0.0,3.0
25.0,0.6545454545454545,0.5333193969008857,0.6212121212121212,1.0,"(3:12) 4-J.Moody 43 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky.",made,0.0,3.0
21.0,0.8416666666666666,0.6959816973852404,0.4203929539295393,1.0,"(9:06) 4-C.McLaughlin 39 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda.",made,0.0,4.0
18.0,0.6305555555555555,0.5575440949792321,0.5,1.0,"(7:13) 17-A.Carlson 36 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",made,0.0,4.0
28.0,0.8416666666666666,0.6959816973852404,0.4203929539295393,1.0,"(:14) 4-C.McLaughlin 46 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda.",made,0.0,4.0
15.0,0.6305555555555555,0.5575440949792321,0.5,1.0,"(10:07) 17-A.Carlson 33 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",made,0.0,3.0
4.0,0.5456521739130435,0.3740979400851677,0.48118729096989965,1.0,"(7:42) 8-L.Havrisik 22 yard field goal is GOOD, Center-46-C.Tinker, Holder-42-E.Evans.",made,0.0,3.0
9.0,0.5456521739130435,0.3740979400851677,0.48118729096989965,1.0,"(:06) 8-L.Havrisik 27 yard field goal is GOOD, Center-46-C.Tinker, Holder-42-E.Evans.",made,0.0,3.0
25.0,0.5456521739130435,0.3740979400851677,0.48118729096989965,1.0,"(9:10) 8-L.Havrisik 43 yard field goal is No Good, Wide Right, Center-46-C.Tinker, Holder-42-E.Evans.",missed,0.0,5.0
37.0,0.7121212121212122,0.7504490144329178,0.375,1.0,"(12:17) 5-M.Prater 55 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",made,0.0,5.0
31.0,0.8499999999999999,0.6447829836159815,0.5,1.0,"(1:08) 8-C.Santos 49 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill.",made,0.0,4.0
11.0,0.8499999999999999,0.6447829836159815,0.5,1.0,"(1:05) 8-C.Santos 29 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill.",made,0.0,3.0
27.0,0.6545454545454545,0.44066119203257814,0.6212121212121212,1.0,"(6:03) 4-J.Moody 45 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky.",made,0.0,5.0
10.0,0.7625,0.529824241616949,0.6,1.0,"(1:01) 9-J.Tucker 28 yard field goal is GOOD, Center-69-T.Ott, Holder-11-J.Stout.",made,0.0,4.0
23.0,0.7625,0.529824241616949,0.6,1.0,"(7:07) 9-J.Tucker 41 yard field goal is GOOD, Center-69-T.Ott, Holder-11-J.Stout.",made,0.0,4.0
11.0,0.7625,0.529824241616949,0.6,1.0,"(:04) 9-J.Tucker 28 yard field goal is GOOD, Center-69-T.Ott, Holder-11-J.Stout.",made,0.0,4.0
6.0,0.7625,0.529824241616949,0.6,1.0,"(2:43) 9-J.Tucker 24 yard field goal is GOOD, Center-69-T.Ott, Holder-11-J.Stout.",made,0.0,4.0
2.0,0.8848484848484849,0.5046103460590382,0.48814760508308896,1.0,"(6:35) 11-C.Dicker 20 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,3.0
22.0,0.8848484848484849,0.5046103460590382,0.48814760508308896,1.0,"(7:26) 11-C.Dicker 40 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,4.0
29.0,0.8848484848484849,0.5046103460590382,0.48814760508308896,1.0,"(12:40) 11-C.Dicker 47 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,4.0
27.0,0.8848484848484849,0.5046103460590382,0.48814760508308896,1.0,"(7:23) 11-C.Dicker 45 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,4.0
35.0,0.8848484848484849,0.5046103460590382,0.48814760508308896,1.0,"(5:30) 11-C.Dicker 53 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,4.0
11.0,0.552941176470588,0.39238981977767623,0.7352941176470589,1.0,"(:31) 2-T.Bass 29 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin. Penalty on LAC-26-A.Samuel, Defensive Offside, declined.",made,0.0,3.0
31.0,0.8812499999999999,0.5376158994785036,0.5,1.0,"(:04) 9-C.Boswell 50 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin.",made,0.0,4.0
17.0,0.6935483870967742,0.5782351250359299,0.396875,1.0,"(:03) 2-E.McPherson 35 yard field goal is GOOD, Center-48-C.Adomitis, Holder-10-B.Robbins.",made,0.0,3.0
12.0,0.8812499999999999,0.5376158994785036,0.5,1.0,"(7:00) 9-C.Boswell 30 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin.",made,0.0,3.0
39.0,0.7285714285714284,0.5632236116858134,0.6270604395604396,1.0,"(2:55) 7-J.Sanders 57 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,5.0
34.0,0.7285714285714284,0.5632236116858134,0.6270604395604396,1.0,"(4:36) 7-J.Sanders 52 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,5.0
36.0,0.7285714285714284,0.5632236116858134,0.6270604395604396,1.0,"(9:04) 7-J.Sanders 54 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,5.0
25.0,0.9025641025641024,0.6064728886137335,0.6025641025641025,1.0,"(5:32) 17-B.Aubrey 43 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",made,0.0,4.0
17.0,0.7285714285714284,0.5632236116858134,0.6270604395604396,1.0,"(1:28) 7-J.Sanders 35 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,4.0
15.0,0.9025641025641024,0.6064728886137335,0.6025641025641025,1.0,"(12:35) 17-B.Aubrey 33 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",made,0.0,4.0
11.0,0.7285714285714284,0.5632236116858134,0.6270604395604396,1.0,"(:02) 7-J.Sanders 29 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,2.0
18.0,0.8416666666666666,0.5570438504040113,0.5,1.0,"(5:08) 17-M.Badgley 37 yard field goal is GOOD, Center-43-J.McQuaide, Holder-3-J.Fox.",made,0.0,3.0
8.0,0.62,0.508003207213204,0.6333333333333333,1.0,"(5:22) 1-G.Joseph 26 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright.",made,0.0,3.0
34.0,0.6833333333333333,0.6056875515578954,0.19817073170731708,1.0,"(5:29) 4-E.Pineiro 52 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker. Penalty on GB-95-D.Wyatt, Defensive Offside, declined.",made,0.0,5.0
35.0,0.6305555555555555,0.31650317042671156,0.5,1.0,"(7:56) 17-A.Carlson 53 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",made,0.0,5.0
14.0,0.6305555555555555,0.31650317042671156,0.5,1.0,"(:22) 17-A.Carlson 32 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",made,0.0,3.0
4.0,0.7432432432432433,0.5188425211784882,0.5,1.0,"(3:26) 6-Y.Koo 23 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",made,0.0,3.0
29.0,0.7432432432432433,0.5188425211784882,0.5,1.0,"(:10) 6-Y.Koo 47 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",made,0.0,5.0
15.0,0.6292682926829268,0.3328346384929788,0.5975609756097561,1.0,"(4:27) 7-M.Gay 33 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,4.0
23.0,0.7432432432432433,0.5188425211784882,0.5,1.0,"(14:10) 6-Y.Koo 41 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",made,0.0,4.0
17.0,0.7432432432432433,0.5188425211784882,0.5,1.0,"(5:49) 6-Y.Koo 35 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",made,0.0,3.0
7.0,0.7432432432432433,0.5188425211784882,0.5,1.0,"(2:00) 6-Y.Koo 25 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",made,0.0,3.0
6.0,0.8416666666666666,0.691327451890832,0.7222222222222222,1.0,"(7:25) 4-C.McLaughlin 24 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda.",made,0.0,3.0
34.0,0.6405405405405405,0.5632383203917674,0.6081081081081081,1.0,"(6:25) 10-B.McManus 52 yard field goal is No Good, Wide Right, Center-46-R.Matiscik, Holder-9-L.Cooke.",missed,0.0,5.0
13.0,0.8416666666666666,0.691327451890832,0.7222222222222222,1.0,"(2:30) 4-C.McLaughlin 31 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda.",made,0.0,3.0
33.0,0.8416666666666666,0.691327451890832,0.7222222222222222,1.0,"(3:54) 4-C.McLaughlin 51 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda.",made,0.0,5.0
6.0,0.7466666666666667,0.5775184439973172,0.5044270833333333,1.0,"(1:21) 2-D.Carlson 24 yard field goal is GOOD, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",made,0.0,3.0
18.0,0.917391304347826,0.6921062607529231,0.5,1.0,"(:09) 7-H.Butker 36 yard field goal is No Good, Wide Left, Center-41-J.Winchester, Holder-5-T.Townsend.",missed,0.0,4.0
17.0,0.7466666666666667,0.5775184439973172,0.5044270833333333,1.0,"(:27) 2-D.Carlson 35 yard field goal is GOOD, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",made,0.0,3.0
14.0,0.316,0.30976914548515583,0.3821428571428571,1.0,"(13:33) 37-C.Ryland 33 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-B.Baringer.",made,0.0,3.0
29.0,0.316,0.30976914548515583,0.3821428571428571,1.0,"(:38) 37-C.Ryland 47 yard field goal is No Good, Wide Right, Center-49-J.Cardona, Holder-17-B.Baringer.",missed,0.0,5.0
39.0,0.776470588235294,0.640756347016197,0.5090944272445821,1.0,"(:02) 16-W.Lutz 57 yard field goal is No Good, Wide Left, Center-48-M.Fraboni, Holder-9-R.Dixon.",missed,0.0,2.0
38.0,0.316,0.30976914548515583,0.3821428571428571,1.0,"(:07) 37-C.Ryland 56 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-B.Baringer.",made,0.0,5.0
2.0,0.5456521739130435,0.44073491525907893,0.5869565217391304,1.0,"(10:26) 8-L.Havrisik 20 yard field goal is GOOD, Center-46-C.Tinker, Holder-42-E.Evans.",made,0.0,3.0
28.0,0.5456521739130435,0.44073491525907893,0.5869565217391304,1.0,"(3:57) 8-L.Havrisik 47 yard field goal is No Good, Wide Left, Center-46-C.Tinker, Holder-42-E.Evans.",missed,0.0,4.0
3.0,0.5456521739130435,0.44073491525907893,0.5869565217391304,1.0,"(11:14) 8-L.Havrisik 22 yard field goal is GOOD, Center-46-C.Tinker, Holder-42-E.Evans.",made,0.0,4.0
13.0,0.5456521739130435,0.44073491525907893,0.5869565217391304,1.0,"(12:47) 8-L.Havrisik 32 yard field goal is GOOD, Center-46-C.Tinker, Holder-42-E.Evans.",made,0.0,3.0
34.0,0.4483870967741936,0.3200919804541534,0.48679087875417126,1.0,"(8:08) 21-M.Crosby 52 yard field goal is GOOD, Center-59-C.Kreiter, Holder-6-J.Gillan.",made,0.0,4.0
10.0,0.8848484848484849,0.7596836429834418,0.37109375,1.0,"(14:56) 4-J.Elliott 28 yard field goal is GOOD, Center-45-R.Lovato, Holder-10-B.Mann.",made,0.0,3.0
3.0,0.8848484848484849,0.7596836429834418,0.37109375,1.0,"(:04) 4-J.Elliott 21 yard field goal is GOOD, Center-45-R.Lovato, Holder-10-B.Mann.",made,0.0,4.0
26.0,0.8848484848484849,0.7596836429834418,0.37109375,1.0,"(6:08) 4-J.Elliott 44 yard field goal is GOOD, Center-45-R.Lovato, Holder-10-B.Mann.",made,0.0,4.0
25.0,0.8848484848484849,0.7596836429834418,0.37109375,1.0,"(1:14) 4-J.Elliott 43 yard field goal is GOOD, Center-45-R.Lovato, Holder-10-B.Mann.",made,0.0,4.0
10.0,0.6833333333333333,0.31818061356997096,0.4122340425531915,1.0,"(10:52) 5-J.Myers 28 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",made,0.0,4.0
15.0,0.9366666666666665,0.7109738704334851,0.3821428571428571,1.0,"(3:22) 6-N.Folk 33 yard field goal is GOOD, Center-46-M.Cox, Holder-13-T.Zentner.",made,0.0,4.0
9.0,0.6833333333333333,0.31818061356997096,0.4122340425531915,1.0,"(9:57) 5-J.Myers 27 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",made,0.0,4.0
7.0,0.8538461538461538,0.5498544379832105,0.4967948717948718,1.0,"(13:03) 9-G.Zuerlein 25 yard field goal is GOOD, Center-42-T.Hennessy, Holder-5-T.Morstead.",made,0.0,3.0
9.0,0.8538461538461538,0.5498544379832105,0.4967948717948718,1.0,"(9:13) 9-G.Zuerlein 27 yard field goal is GOOD, Center-42-T.Hennessy, Holder-5-T.Morstead.",made,0.0,3.0
36.0,0.8538461538461538,0.5498544379832105,0.4967948717948718,1.0,"(:10) 9-G.Zuerlein 54 yard field goal is GOOD, Center-42-T.Hennessy, Holder-5-T.Morstead.",made,0.0,5.0
10.0,0.7121212121212122,0.47049395942756095,0.35775862068965514,1.0,"(5:12) 5-M.Prater 28 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",made,0.0,3.0
16.0,0.7121212121212122,0.47049395942756095,0.35775862068965514,1.0,"(1:53) 5-M.Prater 34 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",made,0.0,3.0
25.0,0.8848484848484849,0.6646563362861149,0.5,1.0,"(2:37) 4-J.Elliott 43 yard field goal is GOOD, Center-45-R.Lovato, Holder-10-B.Mann.",made,0.0,4.0
31.0,0.7432432432432433,0.7681972494849758,0.375,1.0,"(12:24) 6-Y.Koo 50 yard field goal is No Good, Short, Center-49-L.McCullough, Holder-13-B.Pinion.",missed,0.0,4.0
24.0,0.7432432432432433,0.7681972494849758,0.375,1.0,"(3:22) 6-Y.Koo 42 yard field goal is No Good, Hit Left Upright, Center-49-L.McCullough, Holder-13-B.Pinion.",missed,0.0,5.0
37.0,0.8499999999999999,0.45871325514059963,0.5,1.0,"(:04) 8-C.Santos 55 yard field goal is No Good, Center-48-P.Scales, Holder-16-T.Gill. 20-D.Alford at ATL -9 to CHI 13 for 96 yards (62-L.Patrick).",missed,0.0,4.0
4.0,0.8499999999999999,0.45871325514059963,0.5,1.0,"(12:00) 8-C.Santos 22 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill.",made,0.0,4.0
19.0,0.7432432432432433,0.7681972494849758,0.375,1.0,"(8:33) 6-Y.Koo 38 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",made,0.0,4.0
24.0,0.8499999999999999,0.45871325514059963,0.5,1.0,"(1:14) 8-C.Santos 42 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill.",made,0.0,4.0
24.0,0.8499999999999999,0.45871325514059963,0.5,1.0,"(5:04) 8-C.Santos 42 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill.",made,0.0,5.0
17.0,0.6405405405405405,0.32219739583924684,0.6081081081081081,1.0,"(8:40) 10-B.McManus 35 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",made,0.0,4.0
8.0,0.6405405405405405,0.32219739583924684,0.6081081081081081,1.0,"(7:22) 10-B.McManus 26 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",made,0.0,4.0
6.0,0.6405405405405405,0.32219739583924684,0.6081081081081081,1.0,"(2:48) 10-B.McManus 24 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",made,0.0,3.0
16.0,0.6405405405405405,0.32219739583924684,0.6081081081081081,1.0,"(3:04) 10-B.McManus 34 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",made,0.0,4.0
16.0,0.6935483870967742,0.5472262144294338,0.37109375,1.0,"(6:26) 2-E.McPherson 34 yard field goal is GOOD, Center-48-C.Adomitis, Holder-10-B.Robbins.",made,0.0,5.0
36.0,0.917391304347826,0.558226519721702,0.5,1.0,"(3:49) 7-H.Butker 54 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend.",made,0.0,5.0
24.0,0.917391304347826,0.558226519721702,0.5,1.0,"(:39) 7-H.Butker 43 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend.",made,0.0,4.0
9.0,0.917391304347826,0.558226519721702,0.5,1.0,"(4:34) 7-H.Butker 27 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend.",made,0.0,3.0
6.0,0.917391304347826,0.558226519721702,0.5,1.0,"(14:12) 7-H.Butker 24 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend.",made,0.0,3.0
30.0,0.917391304347826,0.558226519721702,0.5,1.0,"(6:22) 7-H.Butker 48 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend.",made,0.0,4.0
28.0,0.917391304347826,0.558226519721702,0.5,1.0,"(3:03) 7-H.Butker 46 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend.",made,0.0,4.0
23.0,0.8416666666666666,0.627719430133917,0.34134615384615385,1.0,"(10:50) 17-M.Badgley 41 yard field goal is GOOD, Center-43-J.McQuaide, Holder-3-J.Fox.",made,0.0,4.0
33.0,0.9025641025641024,0.6691435289973889,0.6025641025641025,1.0,"(:27) 17-B.Aubrey 51 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",made,0.0,4.0
12.0,0.8416666666666666,0.627719430133917,0.34134615384615385,1.0,"(12:21) 17-M.Badgley 30 yard field goal is GOOD, Center-43-J.McQuaide, Holder-3-J.Fox.",made,0.0,3.0
25.0,0.9025641025641024,0.6691435289973889,0.6025641025641025,1.0,"(1:45) 17-B.Aubrey 43 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",made,0.0,4.0
16.0,0.6305555555555555,0.4366516559675513,0.5,1.0,"(6:47) 17-A.Carlson 34 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",made,0.0,4.0
36.0,0.62,0.5695698932269574,0.33150406504065044,1.0,"(9:30) 1-G.Joseph 54 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright.",made,0.0,5.0
18.0,0.6305555555555555,0.4366516559675513,0.5,1.0,"(6:15) 17-A.Carlson 37 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",made,0.0,4.0
13.0,0.776470588235294,0.5198639080045163,0.6176470588235294,1.0,"(3:58) 16-W.Lutz 32 yard field goal is GOOD, Center-48-M.Fraboni, Holder-9-R.Dixon.",made,0.0,3.0
18.0,0.8848484848484849,0.6341713857666718,0.5033549783549783,1.0,"(9:46) 11-C.Dicker 36 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,3.0
25.0,0.776470588235294,0.5198639080045163,0.6176470588235294,1.0,"(1:57) 16-W.Lutz 43 yard field goal is GOOD, Center-48-M.Fraboni, Holder-9-R.Dixon.",made,0.0,4.0
30.0,0.776470588235294,0.5198639080045163,0.6176470588235294,1.0,"(:04) 16-W.Lutz 48 yard field goal is No Good, Wide Right, Center-48-M.Fraboni, Holder-9-R.Dixon.",missed,0.0,4.0
32.0,0.8848484848484849,0.6341713857666718,0.5033549783549783,1.0,"(6:24) 11-C.Dicker 50 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,4.0
2.0,0.776470588235294,0.5198639080045163,0.6176470588235294,1.0,"(11:22) 16-W.Lutz 20 yard field goal is GOOD, Center-48-M.Fraboni, Holder-9-R.Dixon.",made,0.0,3.0
32.0,0.8848484848484849,0.6341713857666718,0.5033549783549783,1.0,"(6:23) 11-C.Dicker 50 yard field goal is BLOCKED (99-Z.Allen), Center-47-J.Harris, Holder-16-J.Scott.",blocked,0.0,4.0
34.0,0.8848484848484849,0.6341713857666718,0.5033549783549783,1.0,"(1:21) 11-C.Dicker 52 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott.",made,0.0,4.0
13.0,0.4483870967741936,0.48825111843220503,0.6290322580645161,1.0,"(:00) 21-M.Crosby 31 yard field goal is GOOD, Center-59-C.Kreiter, Holder-6-J.Gillan.",made,0.0,0.0
13.0,0.4483870967741936,0.48825111843220503,0.6290322580645161,1.0,"(13:28) 21-M.Crosby 32 yard field goal is GOOD, Center-59-C.Kreiter, Holder-6-J.Gillan.",made,0.0,4.0
36.0,0.4483870967741936,0.48825111843220503,0.6290322580645161,1.0,"(:35) 21-M.Crosby 54 yard field goal is No Good, Wide Left, Center-59-C.Kreiter, Holder-6-J.Gillan.",missed,0.0,5.0
21.0,0.7466666666666667,0.5207948270342145,0.6333333333333333,1.0,"(6:01) 2-D.Carlson 40 yard field goal is GOOD, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",made,0.0,4.0
19.0,0.6292682926829268,0.5277958108698648,0.5975609756097561,1.0,"(1:21) 7-M.Gay 38 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,4.0
15.0,0.6292682926829268,0.5277958108698648,0.5975609756097561,1.0,"(7:37) 7-M.Gay 33 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,3.0
15.0,0.7466666666666667,0.5207948270342145,0.6333333333333333,1.0,"(4:39) 2-D.Carlson 33 yard field goal is GOOD, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",made,0.0,4.0
27.0,0.6292682926829268,0.5277958108698648,0.5975609756097561,1.0,"(3:15) 7-M.Gay 45 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",made,0.0,4.0
8.0,0.7285714285714284,0.48287663683497317,0.7857142857142857,1.0,"(3:42) 7-J.Sanders 27 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,3.0
20.0,0.7285714285714284,0.48287663683497317,0.7857142857142857,1.0,"(3:14) 7-J.Sanders 38 yard field goal is GOOD, Center-44-B.Ferguson, Holder-16-J.Bailey.",made,0.0,4.0
17.0,0.552941176470588,0.513282258789357,0.6267414860681115,1.0,"(12:10) 2-T.Bass 35 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin.",made,0.0,3.0
6.0,0.552941176470588,0.513282258789357,0.6267414860681115,1.0,"(2:19) 2-T.Bass 24 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin.",made,0.0,3.0
29.0,0.316,0.18020810577752228,0.36693548387096775,1.0,"(1:54) 37-C.Ryland 47 yard field goal is No Good, Wide Left, Center-49-J.Cardona, Holder-17-B.Baringer.",missed,0.0,5.0
27.0,0.6405405405405405,0.5632383203917674,0.5,1.0,"(:14) 19-B.Grupe 45 yard field goal is GOOD, Center-49-Z.Wood, Holder-39-L.Hedley.",made,0.0,5.0
10.0,0.6405405405405405,0.5632383203917674,0.5,1.0,"(4:29) 19-B.Grupe 28 yard field goal is GOOD, Center-49-Z.Wood, Holder-39-L.Hedley.",made,0.0,4.0
20.0,0.6405405405405405,0.5632383203917674,0.5,1.0,"(3:51) 19-B.Grupe 38 yard field goal is GOOD, Center-49-Z.Wood, Holder-39-L.Hedley.",made,0.0,3.0
28.0,0.8538461538461538,0.8432994450217791,0.10756410256410254,1.0,"(:03) 9-G.Zuerlein 46 yard field goal is GOOD, Center-42-T.Hennessy, Holder-5-T.Morstead.",made,0.0,3.0
13.0,0.8538461538461538,0.8432994450217791,0.10756410256410254,1.0,"(9:31) 9-G.Zuerlein 31 yard field goal is BLOCKED (93-S.Harris), Center-42-T.Hennessy, Holder-5-T.Morstead, recovered by NYJ-61-M.Mitchell at CLE 16.",blocked,0.0,4.0
26.0,0.8538461538461538,0.8432994450217791,0.10756410256410254,1.0,"(8:54) 9-G.Zuerlein 44 yard field goal is GOOD, Center-42-T.Hennessy, Holder-5-T.Morstead.",made,0.0,4.0
14.0,0.845945945945946,0.5877544646156314,0.5,1.0,"(2:58) 36-R.Patterson 33 yard field goal is GOOD, Center-47-C.Hughlett, Holder-39-M.Haack.",made,0.0,4.0
21.0,0.8812499999999999,0.6793709193939143,0.3821428571428571,1.0,"(10:30) 9-C.Boswell 39 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin.",made,0.0,3.0
24.0,0.6833333333333333,0.5724096962728753,0.396875,1.0,"(10:51) 5-J.Myers 43 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",made,0.0,4.0
